"id","departamento","grupo","descricao","precounitario","code"
329,"mercearia","biscoito e salgadinhos","biscoito trakinas sabor tortinha de limão 126g","3.79","mbs036"
330,"mercearia","biscoito e salgadinhos","biscoito trakinas tutti frutti bubbaloo 126g","3.79","mbs004"
331,"frios e laticínios","frios","blanquet peru light sadia 140g","11.81","flf013"
332,"padaria","bolos e cucas","bolinho ana maria cenoura e chocolate 35g","2.29","pbc012"
333,"padaria","bolos e cucas","bolinho ana maria chocolate 70g","4.39","pbc015"
334,"padaria","bolos e cucas","bolinho ana maria coberta sabor chocolate 45g","2.29","pbc014"
335,"padaria","bolos e cucas","bolinho ana maria duplo chocolate 35g","2.29","pbc016"
336,"padaria","bolos e cucas","bolinho ana maria gotas de chocolate 70g","4.39","pbc027"
337,"padaria","bolos e cucas","bolinho ana maria napolitano 45g","2.29","pbc017"
338,"padaria","bolos e cucas","bolinho bauducco duplo chocolate 40g","2.20","pbc011"
339,"padaria","bolos e cucas","bolinho bauducco morango 40g","2.20","pbc009"
340,"padaria","bolos e cucas","bolinho pinguinos com recheio de baunilha 80g","4.69","pbc018"
341,"mercearia","alimentos especiais","bolinho suavipan baunilha com chocolate zero açúcar 40g","4.90","mae073"
342,"mercearia","alimentos especiais","bolinho suavipan zero açúcar baunilha com morango 40g","4.90","mae075"
343,"padaria","bolos e cucas","bolinho suavipan zero açúcar cenoura com chocolate 40g","4.90","pbc006"
344,"padaria","bolos e cucas","bolo casa suiça cenoura com chocolate 250g","12.29","pbc021"
345,"padaria","bolos e cucas","bolo casa suiça coco 250g","12.29","pbc002"
346,"padaria","bolos e cucas","bolo casa suiça mesclado 250g","12.29","pbc013"
347,"padaria","bolos e cucas","bolo casa suiça napolitano 250g","12.29","pbc001"
348,"padaria","bolos e cucas","bolo casa suiça premium avelãs e chocolate 270g","21.95","pbc007"
349,"mercearia","alimentos especiais","bolo casa suiça premium nozes 270g","21.95","mae026"
350,"padaria","bolos e cucas","bolo casa suiça premium nozes 270g","21.95","pbc008"
351,"padaria","bolos e cucas","bolo casa suiça zero chocolate 280g","22.90","pbc022"
352,"mercearia","alimentos especiais","bolo casa suiça zero laranja 280g","22.90","mae025"
353,"padaria","bolos e cucas","bolo casa suiça zero laranja 280g","22.90","pbc020"
354,"padaria","bolos e cucas","bolo de aipim com coco 450g","9.85","pbc010"
355,"mercearia","ingredientes","bolo de caneca dr oetker brigadeiro 70g","4.29","mi024"
356,"mercearia","ingredientes","bolo de caneca dr oetker brownie 70g","4.29","mi034"
357,"mercearia","ingredientes","bolo de caneca dr oetker chocolate 70g","4.29","mi035"
358,"padaria","bolos e cucas","bolo de caneca dr. Oetker brigadeiro 70g","4.29","pbc003"
359,"padaria","bolos e cucas","bolo de cenoura com chocolate 450g","9.85","pbc024"
360,"padaria","bolos e cucas","bolo de chocolate jasmine sem glúten 300g","26.90","pbc005"
361,"padaria","bolos e cucas","bolo de laranja jasmine sem glúten 300g","26.90","pbc004"
362,"padaria","bolos e cucas","bolo seven boys chocolate 250g","8.49","pbc019"
363,"padaria","bolos e cucas","bolo seven boys formigueiro 250g","8.49","pbc023"
364,"padaria","bolos e cucas","bolo seven boys laranja 250g","8.49","pbc026"
365,"padaria","bolos e cucas","bolo seven boys mármore 250g","8.49","pbc025"
366,"mercearia","bomboniere","bom cacau coco e chocolate ao leite phinus 20g","4.20","mb001"
367,"mercearia","bomboniere","bombom coração lacta sortidas 212g","43.90","mb027"
368,"mercearia","bomboniere","bombom ferrero raffaello 150g","31.90","mb011"
369,"mercearia","bomboniere","bombom ferrero raffaello 300g","79.90","mb012"
370,"mercearia","bomboniere","bombom ferrero raffaello com 3 unidades","8.00","mb013"
371,"mercearia","bomboniere","bombom milka moments alpine milk 97g","31.90","mb030"
372,"mercearia","bomboniere","bombom milka moments oreo 92g","31.90","mb031"
373,"mercearia","bomboniere","bombom milka pralines hazelnut creme 110g","38.90","mb033"
374,"mercearia","bomboniere","bombom milka pralines milch creme 110g","38.90","mb029"
375,"bebidas","vinhos","boneco identificador de taça 6 peças biovin","14.89","bv010"
376,"hortifruti","verduras","brócolis 350g","5.46","hv001"
377,"congelados","hamburguer","burguer artesanal alfama 150g 2 unidades","17.59","ch020"
378,"mercearia","massas e molhos","buschetta de azeitona preta gourmet 140g la pastina","23.50","mmm009"
379,"mercearia","massas e molhos","buschetta de tomate seco gourmet la pastina 140g","23.50","mmm027"
380,"bebidas","destilados","cachaça extra premium 6 anos weber haus 750ml","249.90","bd007"
381,"bebidas","destilados","cachaça premium weber haus 7 madeiras 750ml","82.95","bd005"
382,"bebidas","destilados","cachaça premium weber haus carvalho e cambriúva 700ml","72.90","bd003"
383,"bebidas","destilados","cachaça weber haus prata 700ml","59.90","bd004"
384,"mercearia","matinais","café 3 corações portinari notas trufadas 250g","19.90","mm013"
385,"mercearia","matinais","café com leite Nescafé 330g","16.95","mm014"
386,"mercearia","matinais","café grão orfeu intenso 250g","25.90","mm011"
387,"mercearia","matinais","café melitta em grãos spresso 1kg","99.00","mm015"
388,"mercearia","alimentos especiais","café orgânico native liofilizado 90g","29.90","mae043"
389,"mercearia","matinais","café torrado e moído nescafé gold intenso torra escura 9 250g","26.99","mm031"
390,"mercearia","matinais","café torrado e moído nescafé gold intenso torra média 6 250g","26.99","mm030"
391,"mercearia","bomboniere","caixa de bombom amor carioca 400g","14.99","mb021"
392,"frios e laticínios","massas frescas","caldo congelado para sopa de capeletti di paolo 1,5 litro","27.50","flmf020"
393,"mercearia","temperos e condimentos","caldo knorr carne 57g","3.50","mtc017"
394,"mercearia","temperos e condimentos","caldo knorr costela 57g","3.50","mtc018"
395,"carnes","peixes e crustáceos","camarão descascado cozido congelado 36/400 maris 400g","58.99","cpc025"
396,"carnes","peixes e crustáceos","camarão descascado cozido congelado 70/105 maris 400g","43.90","cpc011"
397,"congelados","carnes aves e peixes","camarão sete barbas descascado frumar 300g","39.90","ccap021"
398,"carnes","peixes e crustáceos","camarão sete barbas descascado frumar 300g","39.90","cpc017"
399,"carnes","peixes e crustáceos","camarão vannamei descascado cozido 111/130 frumar 300g","35.95","cpc010"
400,"mercearia","temperos e condimentos","canela em casca direma 16g","5.90","mtc020"
401,"mercearia","sopas e cremes","canjão maggi 200g","5.90","msc009"
402,"mercearia","grãos e farináceos","canjica amarela fritz e frida 500g","4.00","mgf003"
403,"limpeza","cozinha","capa para rodo alklin com 1 unidade (50x40cm)","11.90","lcz017"
404,"frios e laticínios","massas frescas","capeletti congelado di paolo 440g","32.95","flmf022"
405,"frios e laticínios","massas frescas","capeletti de frango famigliare 1kg","29.95","flmf019"
406,"frios e laticínios","massas frescas","capeletti de frango famigliare 250g","8.79","flmf013"
407,"frios e laticínios","massas frescas","capeletti de frango marsala 250g","9.99","flmf002"
408,"mercearia","matinais","cappuccino Nescafé sabor negresco 180g","17.50","mm021"
409,"mercearia","matinais","cappuccino Nescafé sabor tradicional 180g","16.29","mm022"
410,"mercearia","matinais","cápsula de café melitta ristretto 50g","27.90","mm034"
411,"mercearia","matinais","cápsula de café melitta staccato 50g","27.90","mm035"
412,"mercearia","matinais","cápsula de café melitta tenuto 50g","27.90","mm036"
413,"mercearia","matinais","cápsula Nescafé dolce gusto café au lait 160g","29.90","mm008"
414,"mercearia","matinais","cápsula Nescafé dolce gusto chococino caramel 204g","29.90","mm010"
415,"mercearia","matinais","cápsula Nescafé dolce gusto nescau 272g","29.90","mm007"
416,"mercearia","matinais","cápsulas Nescafé dolce gusto café au lait vanilla com 10 cápsulas","21.90","mm023"
417,"mercearia","temperos e condimentos","cardamomo bombay 10g","21.90","mtc009"
418,"higiene e beleza","homem","carga gillette mach 3 com 2 unidades","31.95","hbhm014"
419,"higiene e beleza","homem","carga gillette mach 3 sensitive com 2 unidades","36.90","hbhm011"
420,"carnes","bovina","carne moída bovina de primeira 400g","19.99","cb016"
421,"carnes","bovina","carne moída bovina de segunda 400g","14.80","cb013"
422,"carnes","bovina","carne moída patinho bovino best beef resfriada 500g","24.99","cb026"
423,"carnes","churrasco","carré celebra cordeiro 600g","89.10","cc004"
424,"carnes","ovina","carré celebra cordeiro 600g","89.10","co002"
425,"carnes","churrasco","carvão ivoti 3kg","19.00","cc037"
426,"carnes","churrasco","carvão ivoti 5kg","30.00","cc033"
427,"mercearia","grãos e farináceos","castanha de caju jtc 150g","27.17","mgf011"
428,"hortifruti","legumes","cebola 130g","1.09","hl009"
429,"hortifruti","temperos frescos","cebola 130g","1.09","htf002"
430,"hortifruti","legumes","cebola roxa 100g","2.20","hl016"
431,"hortifruti","temperos frescos","cebola roxa 100g","2.20","htf004"
432,"hortifruti","temperos frescos","cebolinha francesa liofilizada lyovibes vidro 4,5g","26.49","htf008"
433,"mercearia","conservas e enlatados","cebolinha rio cerro 300g","12.50","mce015"
434,"hortifruti","legumes","cenoura 140g","1.36","hl017"
435,"hortifruti","verduras","cenoura 140g","1.36","hv009"
436,"congelados","legumes","cenoura baby demarchi 300g","10.50","cl006"
437,"hortifruti","legumes","cenoura palito saudável 300g","7.95","hl023"
438,"limpeza","casa","cera brilho fácil amarela 750ml","14.50","lc032"
439,"limpeza","casa","cera brilho fácil amarela 750ml","14.50","lc076"
440,"limpeza","casa","cera brilho fácil vermelha 750ml","14.50","lc006"
441,"mercearia","alimentos especiais","cereais sem glúten leste 200g","17.90","mae057"
442,"mercearia","matinais","cereal moça churros 210g","14.95","mm037"
443,"mercearia","doces e sobremesas","cereja em calda feliz pote 100g","14.90","mds014"
444,"bebidas","cervejas","cerveja al capone premium lager sem glúten 500ml","12.99","bc037"
445,"bebidas","cervejas","cerveja al capone red ale 500ml","12.99","bc019"
446,"bebidas","cervejas","cerveja al capone weiss 500ml","12.99","bc020"
447,"bebidas","cervejas","cerveja amstel ultra lata 269ml","3.99","bc026"
448,"bebidas","cervejas","cerveja amstel ultra sem glúten 275ml","4.89","bc039"
449,"bebidas","cervejas","cerveja baden baden de trigo pêssego 350ml","6.19","bc032"
450,"bebidas","cervejas","cerveja baden cristal pilsen 350ml","6.19","bc022"
451,"bebidas","cervejas","cerveja barco brew sexy session ipa 600ml","21.90","bc008"
452,"bebidas","cervejas","cerveja barco brewers san diego ipa 600ml","24.39","bc009"
453,"bebidas","cervejas","cerveja bellavista weiss 500ml","12.99","bc034"
454,"bebidas","cervejas","cerveja bellavista witbier 500ml","12.99","bc035"
455,"bebidas","cervejas","cerveja black princess apa-82 600ml","16.20","bc014"
456,"bebidas","cervejas","cerveja cacildis puro malte lata 350ml","5.19","bc028"
457,"bebidas","cervejas","cerveja caracu escura 350ml","5.49","bc036"
458,"bebidas","cervejas","cerveja colorado appia 600ml","15.49","bc002"
459,"bebidas","cervejas","cerveja colorado cauim 600ml","15.49","bc004"
460,"bebidas","cervejas","cerveja colorado demoiselle 600ml","15.49","bc005"
461,"bebidas","cervejas","cerveja colorado indica 600ml","15.49","bc006"
462,"bebidas","cervejas","cerveja devassa puro malte 350ml","3.69","bc033"
463,"bebidas","cervejas","cerveja eisenbahn pale ale puro malte long neck 355ml","6.79","bc031"
464,"bebidas","cervejas","cerveja estrella galicia 1906 long neck 330 ml","12.99","bc017"
465,"bebidas","cervejas","cerveja estrella galicia premium lata 350ml","5.79","bc016"
466,"bebidas","cervejas","cerveja estrella galicia zero álcool 330ml","6.39","bc007"
467,"bebidas","cervejas","cerveja heineken lata 350ml","5.79","bc003"
468,"bebidas","cervejas","cerveja império pilsen long neck 275ml","4.99","bc011"
469,"bebidas","cervejas","cerveja itaipava 100% malte 350ml","3.59","bc001"
470,"bebidas","cervejas","cerveja leopoldina witbier","18.99","bc029"
471,"bebidas","cervejas","cerveja patagonia weisse long neck 355ml","8.30","bc027"
472,"bebidas","cervejas","cerveja pilsen uruguaya 960ml","22.95","bc023"
473,"bebidas","cervejas","cerveja seasons green cow ipa lata 473ml","25.90","bc013"
474,"bebidas","cervejas","cerveja skol puro malte lata 473ml","5.29","bc024"
475,"bebidas","cervejas","cerveja skol puro malte lata 473ml com 12 unidades","63.48","bc025"
476,"bebidas","cervejas","cerveja spaten puro malte 350ml","5.20","bc018"
477,"bebidas","cervejas","cerveja tiger puro malte crystal lata 350ml","2.99","bc038"
478,"bebidas","cervejas","cerveja vaca das galáxias","31.95","bc021"
479,"mercearia","cesta básica","cesta básica de alimentos","74.90","mcb001"
480,"bebidas","águas e energéticos","chá baer mate maçã e cafeína 350ml","11.59","bae007"
481,"bebidas","águas e energéticos","chá de hibisco e cranberry campo largo 900ml","16.90","bae004"
482,"bebidas","águas e energéticos","chá de morango com hibisco tao guayusa 269ml","11.90","bae013"
483,"mercearia","matinais","chá desinchá dia 60 sachês","99.90","mm032"
484,"mercearia","matinais","chá dr. Oetker verde tradicional 17g","12.95","mm016"
485,"bebidas","águas e energéticos","chá focus original tao guayusa 269ml","11.90","bae012"
486,"bebidas","águas e energéticos","chá lipton ice tea pêssego 1,5 litro","10.99","bae001"
487,"mercearia","matinais","chá matcha, maça e cafeína baer-matcha 350ml","10.90","mm006"
488,"bebidas","águas e energéticos","chá matte leão limão 1,5 litros","7.69","bae035"
489,"bebidas","águas e energéticos","chá matte leão limão 450 ml","3.99","bae010"
490,"bebidas","águas e energéticos","chá matte leão limão zero 450 ml","3.99","bae020"
491,"bebidas","águas e energéticos","chá matte leão original 1,5 litros","7.69","bae026"
492,"bebidas","águas e energéticos","chá preto ice tea pêssego leão zero 1,5 litro","7.69","bae030"
493,"mercearia","matinais","chá preto sabor frutas vermelhas twinings 20g","20.49","mm001"
494,"bebidas","espumantes","champagne moet chandon imperial rose 750ml","560.00","be003"
495,"bebidas","espumantes","champagne moet imperial brut magnum 1,5 litros","1049.00","be004"
496,"bebidas","espumantes","champagne veuve clicquot brut 750ml","549.00","be007"
497,"mercearia","conservas e enlatados","champignon fatiado bom principio 100g","10.99","mce027"
498,"mercearia","conservas e enlatados","champignon inteiro bom principio 100g","10.69","mce032"
499,"mercearia","conservas e enlatados","champignon rio cerro 100g","10.95","mce003"
500,"mercearia","doces e sobremesas","chantilly polengui 250g","34.90","mds006"
501,"carnes","bovina","charque bestbeef dianteiro picado 500g","29.90","cb034"
502,"padaria","doces e tortas","cheesecake frutas vermelhas zero açucar doce amor 500g","64.90","pdt009"
503,"mercearia","temperos e condimentos","chilli code 7 molho de pimenta dedo de moca bombay 60ml","14.90","mtc007"
504,"mercearia","temperos e condimentos","chimichurri bombay 20g","10.49","mtc010"
